{0.00001, {6.773124298750082*^30, 2.2526626119513604*^30, 3.9740943216231753*^21, 1.6150257830325655*^21, 2.603983482668257*^37, 8.661622073063004*^36, 5.2882475104091686*^35, 1.5899615632842414*^36, 1.1043993749169529*^37, 3.673407197766264*^36}}
{0.00001584893192461114, {1.073431588877505*^31, 3.5700657059378386*^30, 1.5820306897582175*^22, 6.429117119195006*^21, 4.126920520977914*^37, 1.3727358272087*^37, 8.380970737693074*^35, 2.5198389968201303*^36, 1.750303230635475*^37, 5.821762805853477*^36}}
{0.000025118864315095822, {1.701186825902385*^31, 5.657775869627166*^30, 6.297661613108228*^22, 2.559223921974359*^22, 6.540459908073683*^37, 2.1755554655606424*^37, 1.3282149304103818*^36, 3.993483822924091*^36, 2.7739199488070185*^37, 9.226416232917761*^36}}
{0.000039810717055349695, {2.6959838753225965*^31, 8.965992429090284*^30, 2.506825787131826*^23, 1.0186892660956835*^23, 1.0365274624884837*^38, 3.447819936549667*^37, 2.1048844890886687*^36, 6.328774578704923*^36, 4.396064169562599*^37, 1.4621779372183064*^37}}
{0.00006309573444801929, {4.272295143970231*^31, 1.4207647071677824*^31, 9.977816099278754*^23, 4.0544773961844765*^23, 1.6426158847632416*^38, 5.463893107795549*^37, 3.335518376704688*^36, 1.002922404727728*^37, 6.966513412520531*^37, 2.31710956399967*^37}}
{0.0001, {6.769744238822695*^31, 2.251133414796722*^31, 3.9709543490142594*^24, 1.6134872583167044*^24, 2.6029437886971364*^38, 8.658340779900494*^37, 5.285185235640241*^36, 1.589220889808772*^37, 1.1039218502514116*^38, 3.6716497238786763*^37}}
{0.00015848931924611142, {1.07258407859486*^32, 3.5662352027038585*^31, 1.580056440585618*^25, 6.419451089226761*^24, 4.124314232530031*^38, 1.3719151991720243*^38, 8.373305063217809*^36, 2.517982119066469*^37, 1.7491054646832756*^38, 5.81735934744406*^37}}
{0.0002511886431509582, {1.699055914724523*^32, 5.6481499537091*^31, 6.2852035269393655*^25, 2.553126446976759*^25, 6.533900223923315*^38, 2.1734876670322102*^38, 1.3262876100415683*^37, 3.9888139092223614*^37, 2.770906923194158*^38, 9.215337340459349*^37}}
{0.00039810717055349735, {2.6906259842541262*^32, 8.94180179577628*^31, 2.4989631942038355*^26, 1.0148419105018577*^26, 1.0348762690006456*^39, 3.442607707414181*^38, 2.1000375010946855*^37, 6.317028823868973*^37, 4.388483200638259*^38, 1.4593889753657316*^38}}
{0.000630957344480193, {4.258853214879375*^32, 1.4146981570829046*^32, 9.928300202923218*^26, 4.0302554810686953*^26, 1.6384711456761593*^39, 5.4508065241646306*^38, 3.3233593114515837*^37, 9.99975145568953*^37, 6.947487727421298*^38, 2.310110409058139*^38}}
{0.001, {6.73605801728541*^32, 2.2359350961165404*^32, 3.939799960381199*^27, 1.5982508886264328*^27, 2.592554454412268*^39, 8.625550321350319*^38, 5.254720103124766*^37, 1.5818343149835814*^38, 1.0991531280935233*^39, 3.654111044088135*^38}}
{0.001584893192461114, {1.0641465368480468*^33, 3.5281840743178944*^32, 1.5604711701957788*^28, 6.323711155257663*^27, 4.0982826439388727*^39, 1.363703763353299*^39, 8.297017768626319*^37, 2.49947840764508*^38, 1.737158085138477*^39, 5.7734332897551895*^38}}
{0.002511886431509582, {1.6779601120792668*^33, 5.553083392093832*^32, 6.162369053034454*^28, 2.493125945974348*^28, 6.468775709063558*^39, 2.152961285661022*^39, 1.307222021569415*^38, 3.942540780476058*^38, 2.741022941603325*^39, 9.105522158244986*^38}}
{0.003981071705534973, {2.638042082303853*^33, 8.705122588072975*^32, 2.4222235933636538*^29, 9.774027211662762*^28, 1.0186280537315316*^40, 3.391467540391923*^39, 2.0525489835426627*^38, 6.201650553966248*^38, 4.313944681487009*^39, 1.432023100319732*^39}}
{0.006309573444801936, {4.1283818707841325*^33, 1.3560868020077248*^33, 9.45170343884458*^29, 3.798186531239488*^29, 1.5980961092470669*^40, 5.324010982313595*^39, 3.205669603871464*^38, 9.71332951756121*^38, 6.762349082028199*^39, 2.2422380591672503*^39}}
{0.01, {6.414756050913216*^33, 2.0920322124550114*^33, 3.6465923596262596*^30, 1.4559071710241525*^30, 2.4928929029188803*^40, 8.313630752349087*^39, 4.9654208337642*^38, 1.5112431787735626*^39, 1.053485444647004*^40, 3.4870659021974116*^39}}
{0.01584893192461114, {9.860610985820043*^33, 3.180163422039253*^33, 1.3830571894712593*^31, 5.466595152653904*^30, 3.8552156710372663*^40, 1.288068280369298*^40, 7.596117466367084*^38, 2.3277143966538498*^39, 1.6258955108092495*^40, 5.3680040847889*^39}}
{0.025118864315095822, {1.4916311359138127*^34, 4.728145468069629*^33, 5.112182691714529*^31, 1.9894351929237637*^31, 5.886736820455184*^40, 1.9739633864649371*^40, 1.1408336541660782*^39, 3.5321467885548756*^39, 2.474833208784014*^40, 8.142112500746993*^39}}
{0.039810717055349734, {2.204885363870147*^34, 6.808798212982755*^33, 1.821074447901396*^32, 6.922265931782133*^31, 8.82267871248002*^40, 2.978005708150403*^40, 1.6685789084328607*^39, 5.245083243114119*^39, 3.6917560458400323*^40, 1.2088714101063445*^40}}
{0.06309573444801936, {3.156858283830926*^34, 9.37729225207983*^33, 6.163000582581807*^32, 2.2637376466103157*^32, 1.2883296244503173*^41, 4.401005607051756*^40, 2.352792277045319*^39, 7.558682513953089*^39, 5.354518311897126*^40, 1.743141265542632*^40}}
{0.1, {4.354745092642236*^34, 1.2253496635422693*^34, 1.9650468544851327*^33, 6.89655416406053*^32, 1.824555403902346*^41, 6.374717684718777*^40, 3.1817181140710885*^39, 1.0516855514135424*^40, 7.513558477520977*^40, 2.433666359052731*^40}}
{0.15848931924611143, {5.705954861380301*^34, 1.4791707568664692*^34, 5.701935449665832*^33, 1.8641419141823212*^33, 2.4793596755307166*^41, 9.02475097880557*^40, 4.0548460843655387*^39, 1.3944242276336813*^40, 1.0078627125259382*^41, 3.2547927703330657*^40}}
{0.25118864315095824, {6.994060735322574*^34, 1.593831569976538*^34, 1.4403926251205336*^34, 4.1716691370721296*^33, 3.179891213327577*^41, 1.231932163939994*^41, 4.757055735863069*^39, 1.734670368431559*^40, 1.2718643672754335*^41, 4.0946688187592197*^40}}
{0.39810717055349776, {7.658466990057866*^34, 1.4343984667039133*^34, 2.9638496404609175*^34, 7.112099968017149*^33, 3.639172842949907*^41, 1.5283848945894451*^41, 4.8521977221334207*^39, 1.927132927966266*^40, 1.4326342030723556*^41, 4.57665598878208*^40}}
{0.6309573444801942, {7.793157603571838*^34, 1.1099368363920807*^34, 5.144816560042913*^34, 9.448998786859658*^33, 3.822848394158005*^41, 1.7792833681773383*^41, 4.484686697893879*^39, 1.9816270419331364*^40, 1.4877539217285703*^41, 4.7237935364853*^40}}
{1., {7.80660305160467*^34, 7.724688380273409*^33, 7.950644705179564*^34, 1.0172741166854574*^34, 3.869721229597348*^41, 2.033394076228632*^41, 3.997231406583939*^39, 1.9920423402946266*^40, 1.5004573501806216*^41, 4.762370873400023*^40}}
