{0.00001, {1.367972100566678*^27, 4.0837528530286404*^26, 1.0980657302272666*^17, 4.50885479601636*^16, 6.018242954260737*^33, 2.4145370070568628*^33, 1.1157519429575134*^32, 3.316222864723945*^32, 2.427965940646543*^33, 8.99533348463976*^32}}
{0.15848931924611143, {3.407526987346482*^35, 8.136527420682407*^34, 4.624065097033773*^33, 1.4257269738538802*^33, 1.5303612633890578*^42, 5.820354666457954*^41, 2.37794137843778*^40, 8.308511266571551*^40, 6.120029494964931*^41, 2.0249995957789983*^41}}
{0.25118864315095824, {7.253169945332236*^35, 1.6601256351066329*^35, 2.2957715439240743*^34, 6.847792487454343*^33, 3.286909706202436*^42, 1.3163675684293477*^42, 4.966047439419388*^40, 1.770344522088364*^41, 1.3066662520163869*^42, 4.341772820164522*^41}}
{0.39810717055349776, {1.2961901274331206*^36, 2.8247509024372182*^35, 9.375938311278762*^34, 2.7809124081923013*^34, 5.978852715786495*^42, 2.703651562609272*^42, 8.79550349757927*^40, 3.1680443088052415*^41, 2.3470180023711647*^42, 8.075622492808558*^41}}
{0.6309573444801942, {1.6276669117903725*^36, 2.90415597257715*^35, 2.1256468580330586*^35, 5.349111036275756*^34, 8.123861227835127*^42, 4.3844725930937157*^42, 1.1038205866484575*^41, 4.083281198500266*^41, 3.1002395287263026*^42, 1.1516093837011087*^42}}
{1., {1.7138967938809276*^36, 2.152103084659233*^35, 3.3306124465346274*^35, 5.9616213544657125*^34, 8.695495587096406*^42, 5.2719991409186575*^42, 1.0376662284679631*^41, 4.324752856002206*^41, 3.300670305863796*^42, 1.2252785879625732*^42}}
{1.584893192461114, {1.655177206404165*^36, 1.340283798333986*^35, 4.393506937908582*^35, 5.094201415946377*^34, 8.30895475118818*^42, 5.72802900818261*^42, 8.900925645416948*^40, 4.165799847185904*^41, 3.170086771946329*^42, 1.1899625243583674*^42}}
{2.5118864315095824, {1.469756131156241*^36, 7.082510196999127*^34, 4.9777151080366775*^35, 3.418203373916387*^34, 7.103434622804403*^42, 5.587656436610891*^42, 7.009841273389183*^40, 3.655305389394756*^41, 2.7498825918705282*^42, 1.0501225300312857*^42}}
{3.9810717055349776, {1.2146268950258695*^36, 3.2046654020410755*^34, 4.930050180633131*^35, 1.8374504908185668*^34, 5.58191729993703*^42, 4.967652450921658*^42, 5.207222618146139*^40, 2.9728853998556093*^41, 2.2022338223924953*^42, 8.596598171188415*^41}}
{6.309573444801943, {9.381597605873772*^35, 1.256369090054739*^34, 4.336067618098816*^35, 8.132203354493745*^33, 4.093443517216349*^42, 4.047933038322905*^42, 3.687249720954289*^40, 2.2584821172743875*^41, 1.6462555649573048*^42, 6.569703471482221*^41}}
{10., {6.868670228791149*^35, 4.3665790725167223*^33, 3.472562402261776*^35, 3.0667327579575285*^33, 2.8678776051878516*^42, 3.079914090223531*^42, 2.536373340841499*^40, 1.6304120679668519*^41, 1.1720798600127495*^42, 4.773385152758074*^41}}
{15.848931924611142, {4.811273829787024*^35, 1.3788231076058654*^33, 2.585340955275846*^35, 1.0227471228464194*^33, 1.9405714469443218*^42, 2.2151630446236048*^42, 1.7012708460969716*^40, 1.1293826348866271*^41, 8.029790050640053*^41, 3.3237506047948383*^41}}
{25.11886431509582, {3.249849548106876*^35, 4.0395112961901625*^32, 1.8188236091658085*^35, 3.1071612156549283*^32, 1.2783075222929083*^42, 1.5233360633423185*^42, 1.116849297236671*^40, 7.56663660934508*^40, 5.3363368411712526*^41, 2.2361606609825322*^41}}
{39.81071705534978, {2.1770015199488806*^35, 1.1085490278743071*^32, 1.2341746004782008*^35, 8.628754365109576*^31, 8.325310773749406*^41, 1.0097801746248144*^42, 7.067256899920948*^39, 5.021655456054555*^40, 3.508847389806507*^41, 1.4489468036876984*^41}}
{63.09573444801943, {1.3989538822868114*^35, 3.0267732016520574*^31, 8.175747295037122*^34, 2.419166749520815*^31, 5.342916361572489*^41, 6.680343786801363*^41, 4.6569449389736066*^39, 3.2258670055269684*^40, 2.2531893660775395*^41, 9.57101234204737*^40}}
{100., {9.005758198710508*^34, 7.945040579981123*^30, 5.322265698987595*^34, 6.409604302461103*^30, 3.411688719595195*^41, 4.320639806834533*^41, 2.97250505112915*^39, 2.071089871104673*^40, 1.4427303410302793*^41, 6.150353865169333*^40}}
{158.48931924611142, {5.751412658076275*^34, 2.0494266641322628*^30, 3.4216520144356848*^34, 1.6627041614362878*^30, 2.1681535534131143*^41, 2.7669921053581613*^41, 1.8887169433412134*^39, 1.3205283683638742*^40, 9.183898339015968*^40, 3.923549284931334*^40}}
{251.18864315095823, {3.6624634253264254*^34, 5.2457663733932745*^29, 2.188702735185392*^34, 4.271526002600975*^29, 1.3764686487861073*^41, 1.765741512001981*^41, 1.1994731863269704*^39, 8.40056642131874*^39, 5.836451071286954*^40, 2.4978309211683027*^40}}
{398.1071705534977, {2.3221853935298976*^34, 1.3319856366014858*^29, 1.3913102591297755*^34, 1.0871956657749343*^29, 8.709862583750319*^40, 1.1206831297353748*^41, 7.588659437009564*^38, 5.322807804937992*^39, 3.6956336604780663*^40, 1.5828292771729234*^40}}
{630.9573444801943, {1.4701124592072699*^34, 3.3701976054805007*^28, 8.823642894194438*^33, 2.755017260646578*^28, 5.5068525441574*^40, 7.10023662897325*^40, 4.7981773569401735*^38, 3.3682793183882855*^39, 2.337595400322209*^40, 1.0018153070556655*^40}}
