{0.00001, {8.896799716625266*^25, 3.6286437222786104*^25, 7.196854414255748*^17, 3.946556929703617*^17, 1.2415543036951553*^33, 1.0987709350598866*^33, 1.2954659357481128*^33, 1.7238160488721087*^33, 1.0896957911925223*^34, 9.183557466038238*^33}}
{0.00001584893192461114, {2.2339806070984995*^26, 9.109411802271193*^25, 4.5371039688448374*^18, 2.4875039764974884*^18, 3.117769485344371*^33, 2.759184771406234*^33, 3.2529713883039223*^33, 4.3287255745631846*^33, 2.7364068007230153*^34, 2.3061051306951046*^34}}
{0.000025118864315095822, {5.608346135794639*^26, 2.2860619754052493*^26, 2.8589216615791677*^19, 1.5669090362758537*^19, 7.828006136395539*^33, 6.927564163573169*^33, 8.166751444718461*^33, 1.0868077643076955*^34, 6.870419176442207*^34, 5.789888725089021*^34}}
{0.000039810717055349695, {1.407497125943651*^27, 5.7339101921238326*^26, 1.8000709015322486*^20, 9.860611659417587*^19, 1.9649236522812874*^34, 1.7388550862896921*^34, 2.04966849881309*^34, 2.7278743733133574*^34, 1.7245290446506775*^35, 1.4532467125067013*^35}}
{0.00006309573444801929, {3.530486761034882*^27, 1.4369527700640335*^27, 1.1319980888630911*^21, 6.195839625158188*^20, 4.930170473332475*^34, 4.362758228738235*^34, 5.141675176380708*^34, 6.843913021200858*^34, 4.326884753890079*^35, 3.645989727064298*^35}}
{0.0001, {8.848412875790557*^27, 3.596232060134292*^27, 7.10499114862813*^21, 3.8837293171046104*^21, 1.2362214262963426*^35, 1.0938712937754226*^35, 1.2888090001597032*^35, 1.7158600961741164*^35, 1.0849047908037461*^36, 9.140844222423067*^35}}
{0.00015848931924611142, {2.3232370441842516*^28, 9.688764157435792*^27, 4.916718778867151*^22, 2.736771728128474*^22, 3.151779682696744*^35, 2.78470770728272*^35, 3.30989617618045*^35, 4.411116829089043*^35, 2.773290582035305*^36, 2.332802793538439*^36}}
{0.0002511886431509582, {5.811342869521163*^28, 2.415946467287066*^28, 3.067344350763491*^23, 1.701934490439249*^23, 7.884177786496954*^35, 6.963931124961375*^35, 8.27350738769122*^35, 1.1034276977772796*^36, 6.937358377236739*^36, 5.833053501752849*^36}}
{0.00039810717055349735, {1.446995023124967*^29, 5.98282138303031*^28, 1.8966117992576619*^24, 1.0472803174652748*^24, 1.9667723633857224*^36, 1.7367517470345884*^36, 2.0610475073235282*^36, 2.751127771991506*^36, 1.7302867016660913*^37, 1.4542564373603077*^37}}
{0.000630957344480193, {3.673252501110405*^29, 1.5294117290257117*^29, 1.2256471508395856*^25, 6.802863913623267*^24, 4.94215259206943*^36, 4.361149575346882*^36, 5.1901191915616766*^36, 6.933246489477393*^36, 4.35192610283977*^37, 3.6546870084483113*^37}}
{0.001, {9.059800432132519*^29, 3.751099922811674*^29, 7.4654624980035425*^25, 4.105844638716348*^25, 1.2059126759579308*^37, 1.0620577392933841*^37, 1.2653501624526497*^37, 1.6969878172997606*^37, 1.0629362665445055*^38, 8.902884890909992*^37}}
{0.001584893192461114, {2.272365971789437*^30, 9.480688625420817*^29, 4.778997422632431*^26, 2.6464562542752553*^26, 2.9543169178682786*^37, 2.595564711789641*^37, 3.109217809642491*^37, 4.1859368157315836*^37, 2.6097201321274154*^38, 2.1790787684770988*^38}}
{0.002511886431509582, {5.67983978855814*^30, 2.3446142666251415*^30, 2.930598689165732*^27, 1.6064018902686318*^27, 7.460190770916645*^37, 6.5573178778704605*^37, 7.82665572241132*^37, 1.0538145588864322*^38, 6.583395272523495*^38, 5.499086444673737*^38}}
{0.003981071705534973, {1.4859736879901496*^31, 6.249231996384121*^30, 1.996515341677976*^28, 1.1109253432870468*^28, 1.9501538658005676*^38, 1.7175025373684655*^38, 2.055167451540732*^38, 2.7550416157494983*^38, 1.7208597664435895*^39, 1.441102118651329*^39}}
{0.006309573444801936, {3.808951618439961*^31, 1.6140345598977857*^31, 1.2894784118403981*^29, 7.164719934125637*^28, 4.933842613371502*^38, 4.3436110710150374*^38, 5.211528176824565*^38, 6.994647005198951*^38, 4.3576814799586883*^39, 3.6456763687394284*^39}}
{0.01, {9.473599017787966*^31, 4.08926000102025*^31, 8.574944105944856*^29, 4.956453796711935*^29, 1.2411207931230572*^39, 1.0981306708270886*^39, 1.3151457841133526*^39, 1.75196193607036*^39, 1.0939901808897883*^40, 9.200482986138956*^39}}
{0.01584893192461114, {2.3972233877553573*^32, 1.0401296813415056*^32, 5.381834579390946*^30, 3.111572684577894*^30, 3.1277971945441966*^39, 2.77844203988782*^39, 3.313083982287199*^39, 4.410374358733855*^39, 2.752006526627104*^40, 2.3180128672961938*^40}}
{0.025118864315095822, {6.3602229208994976*^32, 2.8799947564107505*^32, 3.639051733135242*^31, 2.1318520681243427*^31, 7.655942642782939*^39, 6.83524220035574*^39, 8.199118872432209*^39, 1.0988018494508928*^40, 6.744945440658119*^40, 5.662065421306937*^40}}
{0.039810717055349734, {1.6749319416148926*^33, 7.840207032109436*^32, 2.220107788198528*^32, 1.2902482398510549*^32, 1.8372979982211311*^40, 1.6714396486879458*^40, 1.976083899235224*^40, 2.6752755762439405*^40, 1.6094581300545076*^41, 1.349943122091934*^41}}
{0.06309573444801936, {4.082748634009284*^33, 1.9091304840106973*^33, 1.0679453730763988*^33, 6.0172860052122406*^32, 3.9384874563560494*^40, 3.7284471312362205*^40, 4.1844216551198565*^40, 5.82541630443822*^40, 3.3977060397134087*^41, 2.8423955473819468*^41}}
{0.1, {9.249625301604339*^33, 4.346735768326468*^33, 4.1320186803891253*^33, 2.2874265739506364*^33, 7.185283851001635*^40, 7.356273742613278*^40, 7.472663727016555*^40, 1.0959227551097775*^41, 6.007044967595388*^41, 5.012372787854509*^41}}
{0.15848931924611143, {1.149013787441379*^34, 4.3476735092559635*^33, 6.264224832997675*^33, 2.814408741603628*^33, 8.974467738749023*^40, 9.84365987137943*^40, 8.804770135954778*^40, 1.3677251239377953*^41, 7.509897224701058*^41, 6.308910533463233*^41}}
{0.25118864315095824, {1.1587199578589343*^34, 3.245359540112254*^33, 7.214903995764582*^33, 2.3920052959466922*^33, 8.355446154822709*^40, 1.0016014226578316*^41, 7.864274829775816*^40, 1.3339811998374857*^41, 7.16258397685929*^41, 6.018093247806267*^41}}
