{158.48931924611142, {3.2787943184807773*^22, 6.699064407442172*^11, 1.993335506449316*^22, 4.6269095749696643*^11, 1.2759036700845742*^39, 1.2759068001877064*^39, 1.2759021805484297*^39, 1.2759112688550447*^39, 1.0207244558319741*^40, 1.0207226683726702*^40}}
{25118.864315095823, {2.074914112926924*^20, 168810.582388505, 1.2615584471497484*^20, 116600.38557803124, 8.075191821983618*^36, 8.076294307323255*^36, 8.075183454142397*^36, 8.076324374271439*^36, 6.460875065977116*^37, 6.460863461302728*^37}}
{39810.71705534977, {1.3088101049805776*^20, 42402.06071718586, 7.95835344081387*^19, 29288.167958627873, 5.088087305945333*^36, 5.0949755507040625*^36, 5.088084347407373*^36, 5.094990957030536*^36, 4.074816552525461*^37, 4.074811583499193*^37}}
{63095.73444801943, {8.240792042041138*^19, 10647.041424220919, 5.013585867329299*^19, 7354.873439789385, 3.181871523976156*^36, 3.2097314133476106*^36, 3.181866080962038*^36, 3.2097442480903774*^36, 2.5623127036332803*^37, 2.5623054127400153*^37}}
{100000.0000000002, {5.147257710425163*^19, 2667.562368183731, 3.1374404798718788*^19, 1843.6255059300531, 1.935970760537418*^36, 2.0063226384773802*^36, 1.9359696659983945*^36, 2.0063287259379442*^36, 1.5884984980222056*^37, 1.5884994058400293*^37}}
{158489.31924611173, {3.136428125793169*^19, 661.5027590746179, 1.9195364710902804*^19, 457.8746904127327, 1.1111375142441302*^36, 1.2199907404783724*^36, 1.1111369006760035*^36, 1.21999005218747*^36, 9.457284765601425*^36, 9.457290052913415*^36}}
{251188.6431509582, {1.8145469213694214*^19, 158.88317801826327, 1.1168109725232005*^19, 110.28840586995874, 5.891871228976538*^35, 6.999495682246822*^35, 5.891868046852239*^35, 6.999491828453704*^35, 5.2517290165048533*^36, 5.251731882963944*^36}}
{398107.17055349774, {9.748545086622722*^18, 35.87327119078932, 6.034072457354539*^18, 24.988973287662972, 2.887627709286816*^35, 3.711469878445218*^35, 2.887626176679021*^35, 3.7114678811185074*^35, 2.688747895950677*^36, 2.6887493335785994*^36}}
{630957.3444801943, {4.844667823513512*^18, 7.480927355410887, 3.0126047319054177*^18, 5.228007449733061, 1.3264268601908906*^35, 1.819349277007231*^35, 1.3264261648860386*^35, 1.8193483153158316*^35, 1.2788693547808977*^36, 1.278870028123165*^36}}
{1.*^6, {2.2517934711161014*^18, 1.4448168678718658, 1.404964520849981*^18, 1.0122321389860895, 5.808481323693276*^34, 8.359129601519483*^34, 5.8084783043965605*^34, 8.35912523897816*^34, 5.7434443046640186*^35, 5.7434472965515436*^35}}
{1.5848931924611141*^6, {9.948410343625882*^17, 0.2622187088161909, 6.221371936150118*^17, 0.184033794023567, 2.4607033885447816*^34, 3.661257330382804*^34, 2.4607021164889547*^34, 3.661255436009925*^34, 2.475640358011059*^35, 2.4756416384895715*^35}}
{2.5118864315095823*^6, {4.2407612348300326*^17, 0.04547328853756999, 2.6560329965457114*^17, 0.03195252327067717, 1.0196519082780778*^34, 1.5512965036543839*^34, 1.0196513830470414*^34, 1.5512957055263124*^34, 1.037695519191244*^35, 1.0376960534397898*^35}}
{3.9810717055349774*^6, {1.7646057093305754*^17, 0.0076423039977596054, 1.1062750015107595*^17, 0.005374151603271934, 4.1645692135460173*^33, 6.42887624280133*^33, 4.1645670732331015*^33, 6.428872947271544*^33, 4.270079418642854*^34, 4.270081610518216*^34}}
{6.309573444801942*^6, {7.226939567203739*^16, 0.0012578178143229876, 4.533595798297397*^16, 0.0008849534890824598, 1.685166521697485*^33, 2.625942434598404*^33, 1.6851656568909182*^33, 2.625941091650337*^33, 1.73619289961445*^34, 1.73619378912719*^34}}
{1.000000000000002*^7, {2.9295146757112504*^16, 0.00020421682511202337, 1.838475969288146*^16, 0.00014372522136223533, 6.77841949000207*^32, 1.062622292467092*^33, 6.778416014606524*^32, 1.0626217498341966*^33, 7.005156944224727*^33, 7.005160528879381*^33}}
