{0.00001, {7.263320413595851*^16, 3.0752116092176988*^16, 2.6765664167425023*^13, 1.4994446361957443*^13, 1.755272258604308*^33, 1.7552674096283852*^33, 1.7552745303705205*^33, 1.75528908821042*^33, 1.404221171414655*^34, 1.4042153493699086*^34}}
{0.00001584893192461114, {1.8929411855322093*^17, 8.051227895392139*^16, 1.7652118408483597*^14, 9.916677544034372*^13, 4.4964141081439385*^33, 4.49640152968746*^33, 4.496420147871056*^33, 4.496457954949451*^33, 3.5971400466833104*^34, 3.5971249310228493*^34}}
{0.000025118864315095822, {4.880872596354041*^17, 2.0762440565583072*^17, 1.1412087386420705*^15, 6.410664365467118*^14, 1.1412507098178166*^34, 1.1412474772761526*^34, 1.1412522626197826*^34, 1.1412620066088942*^34, 9.130028212696638*^34, 9.129989283104323*^34}}
{0.000039810717055349695, {1.2552856494538708*^18, 5.33796547165512*^17, 7.31742626926776*^15, 4.1024085788770565*^15, 2.8913472104674774*^34, 2.891338961809864*^34, 2.891351163207099*^34, 2.8913762072180248*^34, 2.3130835296940037*^35, 2.3130735418934425*^35}}
{0.00006309573444801929, {3.179328113604156*^18, 1.3600595155430016*^18, 4.641173348124614*^16, 2.6073678435139164*^16, 7.261975536874332*^34, 7.2619551626943075*^34, 7.261985607089496*^34, 7.262048615004929*^34, 5.809594803417758*^35, 5.809569788789117*^35}}
{0.0001, {8.229464502151788*^18, 3.545878572665219*^18, 2.954691929150091*^17, 1.6603320867831786*^17, 1.8312298610244147*^35, 1.831224883771688*^35, 1.8312324167458253*^35, 1.831248548399549*^35, 1.4649874723787022*^36, 1.4649811397067685*^36}}
{0.00015848931924611142, {2.190264966078258*^19, 9.587565540462668*^18, 1.8743551736047844*^18, 1.053400379799134*^18, 4.609439938259143*^35, 4.609428521771583*^35, 4.609446397493508*^35, 4.609488257359081*^35, 3.6875606379056505*^36, 3.6875446549997076*^36}}
{0.0002511886431509582, {6.230924867907393*^19, 2.8165119167667315*^19, 1.1861298822391562*^19, 6.666499481376625*^18, 1.1586648940011862*^36, 1.1586627433493596*^36, 1.158666521835164*^36, 1.1586777894657792*^36, 9.269338762970264*^36, 9.269298508122936*^36}}
{0.00039810717055349735, {2.0221363883998734*^20, 9.644730504524811*^19, 7.514662176928*^19, 4.2252969759617294*^19, 2.9236795652630774*^36, 2.9236787442285353*^36, 2.923683680760445*^36, 2.9237166368882973*^36, 2.3389471496070045*^37, 2.338937016458285*^37}}
{0.000630957344480193, {7.930259395532933*^20, 4.025361064060313*^20, 4.73925553370671*^20, 2.6645460485348036*^20, 7.330354833801262*^36, 7.330381708416899*^36, 7.330365163582228*^36, 7.330476869144612*^36, 5.864283573274637*^37, 5.86425812399061*^37}}
{0.001, {3.794969241769702*^21, 2.0317645642744885*^21, 2.9970714683627746*^21, 1.690623587061122*^21, 1.8414256394423362*^37, 1.8414506242014485*^37, 1.8414282527672834*^37, 1.8414744086266007*^37, 1.4731345929971576*^38, 1.4731282416670987*^38}}
{0.001584893192461114, {2.0858835952227714*^22, 1.149021349187977*^22, 1.8859167267460101*^22, 1.0635309399300572*^22, 4.625892087128356*^37, 4.626069413615202*^37, 4.625898634701716*^37, 4.626129022086816*^37, 3.7006624654077905*^38, 3.700646547138318*^38}}
{0.002511886431509582, {1.2409894464781757*^23, 6.939218495789658*^22, 1.1908798719634269*^23, 6.724674069843847*^22, 1.1654922281662346*^38, 1.1656090521740657*^38, 1.16549387985287*^38, 1.1656239857795316*^38, 9.323577950823723*^38, 9.32353810506723*^38}}
{0.003981071705534973, {7.610798095542359*^23, 4.281131437330497*^23, 7.485532958201393*^23, 4.227452538248509*^23, 2.907315078154734*^38, 2.908061858146754*^38, 2.907319223266996*^38, 2.9080991841429336*^38, 2.3256169910466784*^39, 2.325607036781508*^39}}
{0.006309573444801936, {4.6700090561766017*^24, 2.634853832080744*^24, 4.6391101932654967*^24, 2.6216209933797735*^24, 7.158494732912403*^38, 7.163149886571421*^38, 7.158504929714121*^38, 7.163241967030234*^38, 5.725314941969925*^39, 5.725290376872808*^39}}
{0.01, {2.8292940653360646*^25, 1.5801025155685663*^25, 2.8213430367042644*^25, 1.5768528904537747*^25, 1.730326720216489*^39, 1.733205435854943*^39, 1.7303288035129612*^39, 1.7332293105918*^39, 1.3833801224333668*^40, 1.383373585001252*^40}}
{0.01584893192461114, {1.7392244220185332*^26, 9.776137543908118*^25, 1.7372914954500525*^26, 9.768232161121777*^25, 4.087519376532112*^39, 4.105130343098391*^39, 4.0875244599339024*^39, 4.105188377254623*^39, 3.2644939693599357*^40, 3.2644780841336055*^40}}
{0.025118864315095822, {1.0067136441396276*^27, 5.691143117135938*^26, 1.0062806290644896*^27, 5.689333160112205*^26, 9.908829221882008*^39, 1.0010157282032482*^40, 9.908841965145647*^39, 1.0010286838607657*^40, 7.894613729437125*^40, 7.89457868544366*^40}}
{0.039810717055349734, {5.719894131518947*^27, 3.243702669979781*^27, 5.718894168777002*^27, 3.243294799603433*^27, 2.170578897477827*^40, 2.227945197351874*^40, 2.1705814890552565*^40, 2.227975232958392*^40, 1.7178764419956198*^41, 1.7178682087868933*^41}}
{0.06309573444801936, {2.7390693726698706*^28, 1.5286637615706397*^28, 2.7388671608617074*^28, 1.5285843783608346*^28, 4.570197059211438*^40, 4.850671461186361*^40, 4.570201223589621*^40, 4.850732557756578*^40, 3.5705621459991645*^41, 3.570545066341555*^41}}
{0.1, {1.1070299532721618*^29, 6.04773147926373*^28, 1.1069945444111342*^29, 6.047600335286018*^28, 8.601333236568331*^40, 9.765259120533933*^40, 8.601337795566892*^40, 9.765367016432895*^40, 6.553249600848279*^41, 6.5532185997781595*^41}}
{0.15848931924611143, {2.280925129491781*^29, 1.0679928956972456*^29, 2.280882635362807*^29, 1.0679802870748926*^29, 1.1853969882785442*^41, 1.4664892567415624*^41, 1.1853964473328936*^41, 1.4665025680048015*^41, 9.055349572677638*^41, 9.055308016050966*^41}}
{0.25118864315095824, {2.8203771300604675*^29, 9.491567884188178*^28, 2.8203370419765045*^29, 9.491490445279607*^28, 1.1960219030458625*^41, 1.6296746317923086*^41, 1.1960199497701931*^41, 1.629687670349468*^41, 9.555628027219036*^41, 9.555583051720548*^41}}
{0.39810717055349776, {2.9759222700591653*^29, 6.754344169236081*^28, 2.9758896031941253*^29, 6.754306267745226*^28, 1.034740955036184*^41, 1.5678796212688397*^41, 1.0347384872645022*^41, 1.5678905381222383*^41, 8.718090114125276*^41, 8.718049960250037*^41}}
