2.93561e+1	7.47758e-42
3.05771e+1	8.62775e-42
3.25747e+1	9.01162e-42
3.52425e+1	9.34178e-42
3.81289e+1	9.75689e-42
4.12516e+1	1.03599e-41
4.46301e+1	1.11831e-41
4.82853e+1	1.22908e-41
5.22399e+1	1.37742e-41
5.65183e+1	1.55994e-41
6.11472e+1	1.79871e-41
6.61551e+1	2.11169e-41
7.15732e+1	2.50528e-41
7.74350e+1	3.02618e-41
8.37769e+1	3.68842e-41
9.06382e+1	4.49558e-41
9.80614e+1	5.38168e-41
1.06093e+2	5.97717e-41
1.12746e+2	5.35600e-41
1.15872e+2	4.24820e-41
1.14782e+2	3.43403e-41
1.11144e+2	2.37602e-41
1.05336e+2	1.67131e-41
9.80614e+1	1.20898e-41
9.06382e+1	9.10670e-42
8.37769e+1	7.22921e-42
7.74350e+1	5.93124e-42
7.15732e+1	5.02949e-42
6.61551e+1	4.36183e-42
6.11472e+1	3.89211e-42
5.65183e+1	3.54664e-42
5.22399e+1	3.34020e-42
4.82853e+1	3.22215e-42
4.46301e+1	3.21251e-42
4.12516e+1	3.30533e-42
3.81289e+1	3.53602e-42
3.52425e+1	3.96871e-42
3.25747e+1	4.72256e-42
3.11703e+1	5.37984e-42
2.99952e+1	6.23551e-42
2.93561e+1	7.47758e-42

