{1584.893192461114, {1.115229500671413*^32, 1.1858646005421456*^25, 2.252685383010636*^32, 3.036073935914822*^25, 4.2859412333919346*^38, 2.8182571040636617*^38, 1.9101947854742743*^36, 2.617616751378855*^37, 1.8179834843169975*^38, 3.9823813705504783*^37}}
{2511.886431509582, {7.039773366618846*^31, 2.980093410924895*^24, 1.4219855991339313*^32, 7.62969756320362*^24, 2.7057823161054192*^38, 1.7793224682636667*^38, 1.2064530778047593*^36, 1.652410312763329*^37, 1.1476756730107113*^38, 2.514758692496604*^37}}
{3981.0717055349733, {4.443051831558789*^31, 7.48777466741887*^23, 8.974660505035052*^31, 1.9170362621741295*^24, 1.7078451843165975*^38, 1.1231236882447647*^38, 7.616992365446671*^35, 1.0429214037966604*^37, 7.243756479069549*^37, 1.5875204942125728*^37}}
{6309.573444801937, {2.803876038439321*^31, 1.8811797840420594*^23, 5.6636386153350575*^31, 4.816237903234142*^23, 1.0778211857128677*^38, 7.0882119803263035*^37, 4.807904423616916*^35, 6.581667493544865*^36, 4.571462156825181*^37, 1.0019823166292973*^37}}
{10000., {1.7693252199692445*^31, 4.725842292934549*^22, 3.573916802231641*^31, 1.2099206599363163*^23, 6.8015623455497945*^37, 4.473068423506832*^37, 3.0343421680482417*^35, 4.1532604695636585*^36, 2.884780208623416*^37, 6.323373842290591*^36}}
{15848.93192461114, {1.1164479928684245*^31, 1.1871622871762002*^22, 2.2551492799180624*^31, 3.0393994733823495*^22, 4.291882195631958*^37, 2.8225976274491076*^37, 1.9148421913600767*^35, 2.620732874478317*^36, 1.8203255933389075*^37, 3.990293581250315*^36}}
{25118.864315095823, {7.044622316898503*^30, 2.9821505533147915*^21, 1.4229667743843865*^31, 7.634968932236167*^21, 2.7081406487354775*^37, 1.7810509118026611*^37, 1.2082311365898208*^35, 1.6536498102624782*^36, 1.148606606367733*^37, 2.517901798607186*^36}}
{39810.71705534977, {4.444619941824179*^30, 7.491003605013814*^20, 8.978505123303679*^30, 1.9178697850663868*^21, 1.708351833461546*^37, 1.1237646167802957*^37, 7.61013568925834*^34, 1.0432916708740753*^36, 7.24621472801888*^36, 1.5883447665732327*^36}}
{63095.73444801943, {2.798393206644075*^30, 1.881103793114914*^20, 5.66269031152161*^30, 4.8169597872409045*^20, 1.072967117546093*^37, 7.080581464380592*^36, 4.725799481832084*^34, 6.564698672474348*^35, 4.5559045864420755*^36, 9.974837914894814*^35}}
{100000.0000000002, {1.734950598428282*^30, 4.70092729640187*^19, 3.5500439666095165*^30, 1.2065142144039456*^20, 6.578156776736734*^36, 4.406886308936116*^36, 2.804468802412594*^34, 4.057335218361746*^35, 2.805422634377402*^36, 6.113503302885083*^35}}
{158489.3192461114, {1.0263040765278361*^30, 1.1453527293469104*^19, 2.1626227899981236*^30, 2.966634507532366*^19, 3.802715366164758*^36, 2.6296551389001148*^36, 1.542581053147975*^34, 2.383587631576478*^35, 1.635573038073107*^36, 3.532606183611977*^35}}
{251188.6431509582, {5.624145739710926*^29, 2.6283926986890307*^18, 1.2365920541342186*^30, 6.925953027265531*^18, 2.025274465940286*^36, 1.4573279283879527*^36, 7.802186246481375*^33, 1.2945567898508183*^35, 8.799089270747534*^35, 1.880702845389197*^35}}
{398107.17055349774, {2.835492992603534*^29, 5.555954485581473*^17, 6.506897011620706*^29, 1.4936289941356467*^18, 9.9454029884089*^35, 7.424999487603646*^35, 3.669668489362932*^33, 6.471577204000598*^34, 4.3603098104926046*^35, 9.232675330582041*^34}}
{630957.3444801943, {1.3304785596157554*^29, 1.0833886907387066*^17, 3.1622077636432642*^29, 2.964707186107273*^17, 4.571405024536152*^35, 3.5131634416065165*^35, 1.6340702310412477*^33, 3.0162271584859307*^34, 2.0183202006272743*^35, 4.242787989734135*^34}}
{1.0000000000000021*^6, {5.9134364670686594*^28, 1.978686859897069*^16, 1.4421164743485914*^29, 5.488763445350971*^16, 2.0018986716165192*^35, 1.5704730876189215*^35, 6.996320022607805*^32, 1.334055293497525*^34, 8.883145876212858*^34, 1.8577716290499814*^34}}
{1.5848931924611174*^6, {2.53023976391939*^28, 3.4452437279614*^15, 6.281008664297303*^28, 9.64894113844087*^15, 8.480568822832379*^34, 6.746778845914873*^34, 2.9205045570459464*^32, 5.689475436865045*^33, 3.7760999980322035*^34, 7.871797953605693*^33}}
{2.5118864315095823*^6, {1.0553219005774274*^28, 5.804878264343128*^14, 2.6508328250870203*^28, 1.6362861154467495*^15, 3.513701448162522*^34, 2.8231727335375294*^34, 1.2011197773297655*^32, 2.367979469992891*^33, 1.5674839889166481*^34, 3.26342814824615*^33}}
{3.9810717055349774*^6, {4.328422457941019*^27, 9.569347898132002*^13, 1.0956478669171818*^28, 2.7088932546209772*^14, 1.434954156220316*^34, 1.1604857343996425*^34, 4.882213871290855*^31, 9.696530339977235*^32, 6.413352286318366*^33, 1.3339904979313986*^33}}
{6.309573444801942*^6, {1.7561879710310953*^27, 1.5552278426769744*^13, 4.467506965563042*^27, 4.4146451647471055*^13, 5.823720420640926*^33, 4.705992601290387*^33, 1.9585370463572988*^31, 3.934275676741497*^32, 2.5975528532886424*^33, 5.379778444170598*^32}}
{1.*^7, {7.076204798039243*^26, 2.5045538068009414*^12, 1.805802191236343*^27, 7.12190239014402*^12, 2.335287424250771*^33, 1.8993510955313612*^33, 7.869062661126032*^30, 1.587774238155911*^32, 1.0449518973710071*^33, 2.167999556736545*^32}}
{1.5848931924611142*^7, {2.8386487696054638*^26, 4.009843790668815*^11, 7.258655659128816*^26, 1.141509972746987*^12, 9.357601418498263*^32, 7.664658841013441*^32, 3.174080763045443*^30, 6.359767084107976*^31, 4.178465989569194*^32, 8.782737099239825*^31}}
{2.5118864315095823*^7, {1.135548284726428*^26, 6.396023027187171*^10, 2.907400088140218*^26, 1.822095551362952*^11, 3.924990596451693*^32, 3.224139507470737*^32, 1.503675455177487*^30, 2.5617488365619654*^31, 1.6872680995257786*^32, 3.3569868787513663*^31}}
{3.9810717055349775*^7, {4.534492201157152*^25, 1.017815265058345*^10, 1.1619271657118347*^26, 2.9008529272543636*^10, 1.551636997434559*^32, 1.0617927774317012*^32, 4.0486673978976186*^29, 1.0461571140728708*^31, 6.544130800351397*^31, 1.355374498841108*^31}}
{6.309573444801943*^7, {1.8086902261770174*^25, 1.6172608602800813*^9, 4.636992248790415*^25, 4.610632937989648*^9, 8.185451395630247*^31, 5.059876042583418*^31, 3.2428031324736425*^29, 4.45395936859709*^30, 3.0615614720300214*^31, 5.982283813307745*^30}}
