{0.00001, {2.0112307961130038*^30, 4.408994328701266*^29, 6.393812419454233*^20, 1.7765564873694406*^20, 7.7319316485866*^36, 1.695036654499322*^36, 1.0349842430767938*^35, 4.721192715625057*^35, 3.2793186331515056*^36, 7.189024568040135*^35}}
{0.00001584893192461114, {3.187484590463763*^30, 6.987476884360254*^29, 2.545299066036373*^21, 7.072174478298676*^20, 1.2253933821251117*^37, 2.6863713970890714*^36, 1.6402760944733495*^35, 7.482357368655447*^35, 5.1972167222149034*^36, 1.1393452453234961*^36}}
{0.000025118864315095822, {5.051567921173867*^30, 1.1073630407106803*^30, 1.0132238889324108*^22, 2.815215688961246*^21, 1.9420303869247341*^37, 4.257421652049535*^36, 2.599501726067765*^35, 1.1858160378489436*^36, 8.236647425083545*^36, 1.8056437329169628*^36}}
{0.000039810717055349695, {8.005555873145971*^30, 1.7548577121323752*^30, 4.033225372033841*^22, 1.1205886809928093*^22, 3.077691399175773*^37, 6.747075895894257*^36, 4.119529533637498*^35, 1.879246912828364*^36, 1.3053238303641043*^37, 2.8615111131486704*^36}}
{0.00006309573444801929, {1.268634429693094*^31, 2.780773737869131*^30, 1.6053458340877652*^23, 4.4600786311254915*^22, 4.877261215196336*^37, 1.0692184905601397*^37, 6.528004085687806*^35, 2.9780420625659375*^36, 2.068555702520254*^37, 4.534581629666743*^36}}
{0.0001, {2.0102465787333944*^31, 4.406003157242661*^30, 6.389040847595962*^23, 1.7749173967948556*^23, 7.728554050944814*^37, 1.6942928796541962*^37, 1.0343650902048673*^36, 4.7189654653093234*^36, 3.2778292634664187*^37, 7.185301160497878*^36}}
{0.00015848931924611142, {3.185012965324377*^31, 6.979965719383247*^30, 2.5422894151951625*^24, 7.061836566543478*^23, 1.2245457586998088*^38, 2.684509615564404*^37, 1.6387209562621183*^36, 7.476763386139245*^36, 5.193476017691462*^37, 1.1384102150235834*^37}}
{0.0002511886431509582, {5.0453619351901695*^31, 1.1054772436536235*^31, 1.0113259344627936*^25, 2.808696955328741*^24, 1.9399017791287*^38, 4.2527440314921617*^37, 2.5955980612432293*^36, 1.1844115273035991*^37, 8.2272555133089515*^37, 1.8032964487227023*^37}}
{0.00039810717055349735, {7.9899769096622335*^31, 1.7501244723589021*^31, 4.0212601471970144*^25, 1.1164796812689543*^25, 3.0723474243904225*^38, 6.735334476315214*^37, 4.109731912807391*^36, 1.8757211874790744*^37, 1.3029660628494153*^38, 2.855617852883955*^37}}
{0.000630957344480193, {1.2647250550619288*^32, 2.7688989592939082*^31, 1.597806329988576*^26, 4.4341929545498206*^25, 4.8638494501787096*^38, 1.0662720741774323*^38, 6.503421016435252*^36, 2.9691942662307766*^37, 2.062638709235184*^38, 4.519794031683346*^37}}
{0.001, {2.0004421059050764*^32, 4.376232979839049*^31, 6.341569965415897*^26, 1.758624883578754*^26, 7.694912573376155*^38, 1.6869041673810273*^38, 1.0282013005582795*^37, 4.696774453472615*^37, 3.2629880344380417*^38, 7.148218232664642*^37}}
