{158.48931924611142, {5.0306084814980714*^29, 7.180241499713099*^22, 1.1515874410856963*^29, 2.0620320434808995*^22, 3.0631537681046266*^36, 2.636050597051111*^36, 2.0118191395916244*^36, 5.790055591629539*^36, 2.995903334567316*^37, 1.7343014475035968*^37}}
{251.18864315095823, {3.175936308989222*^29, 1.8046469071035158*^22, 7.270253852472541*^28, 5.182625301848789*^21, 1.934022813242097*^36, 1.6643848540730864*^36, 1.270292082638606*^36, 3.6555773246525846*^36, 1.8915291417116006*^37, 1.0950521814880047*^37}}
{398.1071705534973, {2.004612217922821*^29, 4.5347359931272297*^21, 4.5889045321994984*^28, 1.3022978482556132*^21, 1.2208052355369282*^36, 1.0506137829298557*^36, 8.018667094292412*^35, 2.3074294329682065*^36, 1.193969024997145*^37, 6.912427726857825*^36}}
{630.9573444801937, {1.2651163132584272*^29, 1.1393386220154202*^21, 2.896073904340275*^28, 3.271987211427922*^20, 7.704828876647474*^35, 6.6307488173280535*^35, 5.060897121054457*^35, 1.456254425640743*^36, 7.535406174372587*^36, 4.362688008107334*^36}}
{1000., {7.983505188900967*^28, 2.8623084304720423*^20, 1.827566257247821*^28, 8.220069639216141*^19, 4.862242163436335*^35, 4.184446029369945*^35, 3.1937917399706304*^35, 9.189797324620016*^35, 4.75530475669708*^36, 2.753164241766948*^36}}
{1584.893192461114, {5.037713485872633*^28, 7.190458198807484*^19, 1.1532227278951935*^28, 2.0649798314753212*^19, 3.0681954243923827*^35, 2.640496172016529*^35, 2.0153779001354665*^35, 5.798948682834113*^35, 3.0007070095905304*^36, 1.7373259742668436*^36}}
{2511.88643150958, {3.178766371991737*^28, 1.8062667625298565*^19, 7.276767033482388*^27, 5.187298653429659*^18, 1.9360310772429062*^35, 1.6661556040877764*^35, 1.2717096616792446*^35, 3.6591196640874396*^35, 1.8934425559423303*^36, 1.0962569583281928*^36}}
{3981.0717055349774, {2.0057390072379715*^28, 4.5373039045767496*^18, 4.5914981910591367*^27, 1.3030386667621094*^18, 1.2216042563584913*^35, 1.0513190170456271*^35, 8.024298425231969*^34, 2.3088397455360785*^35, 1.194730639201901*^36, 6.917224797205477*^35}}
{6309.573444801943, {1.2655462106222543*^28, 1.1397450714161097*^18, 2.8971008661790207*^27, 3.273161096806317*^17, 7.707624972034206*^34, 6.633533635474914*^34, 5.062677045961952*^34, 1.4567876642884063*^35, 7.538218479835162*^35, 4.364531576057136*^35}}
{10000.00000000002, {7.981983304058337*^27, 2.8628444515280982*^17, 1.827797015903301*^27, 8.221820137589432*^16, 4.857868836345379*^34, 4.1848919552704995*^34, 3.189158096568759*^34, 9.18731488938037*^34, 4.7530473076981115*^35, 2.752660250397384*^35}}
{15848.93192461114, {5.014972339954711*^27, 7.1855135313367416*^16, 1.1513804315425236*^27, 2.064425289304699*^16, 3.03458849126499*^34, 2.6340275928901417*^34, 1.9862148906643994*^34, 5.767142725843646*^34, 2.9783401170896402*^35, 1.727810813654541*^35}}
{25118.864315095823, {3.092886787714626*^27, 1.791932593049996*^16, 7.174534308235323*^26, 5.161383808525787*^15, 1.8330897591402988*^34, 1.6337878691823574*^34, 1.190195526814802*^34, 3.5429403198564624*^34, 1.817356421996863*^35, 1.0596575776055652*^35}}
{39810.71705534977, {1.818241595390097*^27, 4.3517500488500135*^15, 4.309637281682468*^26, 1.2631298414071018*^15, 1.0363639110956018*^34, 9.696958888280296*^33, 6.648015270073988*^33, 2.0649472161059538*^34, 1.0453761284162997*^35, 6.145469582151827*^34}}
{63095.73444801943, {9.921090230586824*^26, 9.968054954978298*^14, 2.4183624664001726*^26, 2.9306560729851575*^14, 5.394742428265891*^33, 5.345882786743303*^33, 3.417298355729982*^33, 1.1137920502370118*^34, 5.548441364288645*^34, 3.290691382327402*^34}}
{100000.0000000002, {4.991752930220563*^26, 2.1079731481771275*^14, 1.249910119608708*^26, 6.28636250321074*^13, 2.599485774739519*^33, 2.713173813410633*^33, 1.6294479855455935*^33, 5.541177638072024*^33, 2.719610346335147*^34, 1.625134731408536*^34}}
{158489.31924611173, {2.3407846184231533*^26, 4.1174487794466555*^13, 5.988778920524092*^25, 1.2431672553602402*^13, 1.1784149469007557*^33, 1.280392987487351*^33, 7.329088887726267*^32, 2.574739661739214*^33, 1.2489242140214028*^34, 7.50607527045757*^33}}
{251188.6431509582, {1.04036682365167*^26, 7.534405514201717*^12, 2.703619314484101*^25, 2.296219847480878*^12, 5.110387159028493*^32, 5.7138950446127195*^32, 3.160809533218151*^32, 1.1365179673336514*^33, 5.467614010798817*^33, 3.298500661721969*^33}}
{398107.17055349774, {4.4522861685951075*^25, 1.3139861942416848*^12, 1.16947355697998*^25, 4.0309370229898785*^11, 2.1499573092409012*^32, 2.451061264327096*^32, 1.3244937618538124*^32, 4.841483924639465*^32, 2.315803281202699*^33, 1.4004214722362671*^33}}
{630957.3444801943, {1.8573285577546935*^25, 2.2165802019024338*^11, 4.913368744753824*^24, 6.829906587280152*^10, 8.875954094070644*^31, 1.0248214417193441*^32, 5.456653479600221*^31, 2.011823588295664*^32, 9.589228759117153*^32, 5.8118171044658124*^32}}
{1.*^6, {7.619041365950824*^24, 3.657073985331152*^10, 2.0248691508418898*^24, 1.1301115682069298*^10, 3.611521581257707*^31, 4.203218950375121*^31, 2.2171089829986752*^31, 8.24411846616006*^31, 3.9185681060404634*^32, 2.3787235242686344*^32}}
{1.5848931924611141*^6, {3.091648211629988*^24, 5.946850352101242*^9, 8.240938598201754*^23, 1.8411371727020094*^9, 1.474097242237284*^31, 1.7122517498204143*^31, 9.007189964444199*^30, 3.345257427915335*^31, 1.5914259544515309*^32, 9.641538316372334*^31}}
{2.5118864315095823*^6, {1.2458119954104398*^24, 9.580350312223802*^8, 3.327076049076521*^23, 2.9696149080336833*^8, 5.866876958228465*^30, 7.114417411856158*^30, 3.7253842849846636*^30, 1.3594880134439787*^31, 6.438846252310674*^31, 3.9151437873097093*^31}}
{3.9810717055349774*^6, {4.9978778483811096*^23, 1.5341946188560504*^8, 1.3363474458714007*^23, 4.759157293123592*^7, 2.3869921905218025*^30, 2.7958574513483975*^30, 1.4151295167103667*^30, 5.323529312839168*^30, 2.5345584297656056*^31, 1.5725354790873578*^31}}
{6.309573444801942*^6, {1.9993728277226216*^23, 2.4475313976666227*^7, 5.350069238871639*^22, 7.59605028232748*^6, 9.386989990597034*^29, 1.1368124137882801*^30, 5.851764377230243*^29, 2.1466899371039758*^30, 1.0011887809419124*^31, 6.410244493849289*^30}}
{1.000000000000002*^7, {7.984099923387405*^22, 3.8951909139942583*^6, 2.137477678351062*^22, 1.2092643719918537*^6, 3.135581627763*^29, 4.4444239500497096*^29, 2.858656419730795*^29, 9.30347764708856*^29, 4.059434617333963*^30, 1.376266816303612*^30}}
