{0.00001, {6.0829600477748725*^26, 1.425843974027142*^26, 3.380736645838998*^16, 1.1211041614672792*^16, 2.447368189729998*^33, 6.984173128756838*^32, 3.601297390056668*^31, 1.4280624706430695*^32, 1.0149600645771026*^33, 2.7318103458938172*^32}}
{0.00001584893192461114, {1.2128607998559715*^27, 2.285431888702871*^26, 1.238855854090421*^17, 3.2908066717277492*^16, 4.8663764178706684*^33, 1.1698330195265955*^33, 5.874898984837701*^31, 2.844648583490134*^32, 2.0199203402802167*^33, 4.521127789996846*^32}}
{0.000025118864315095822, {2.962664095391148*^27, 4.9843952019543194*^26, 6.454835564880956*^17, 1.4708328043270902*^17, 1.208315675908244*^34, 2.828915088464303*^33, 1.3377789481081231*^32, 6.988542319737173*^32, 4.9895002889182795*^33, 1.064517271078556*^33}}
{0.000039810717055349695, {8.079210349261097*^27, 1.3312170675032905*^27, 4.2868590602637225*^18, 9.432562479695238*^17, 3.352870033796624*^34, 8.18703248945738*^33, 3.7014643086912625*^32, 1.9175424602191977*^33, 1.3769792137671776*^34, 3.0216812168822177*^33}}
{0.00006309573444801929, {2.0167949127447623*^28, 3.0618297449118006*^27, 2.4166638914231443*^19, 4.849320330679162*^18, 8.479815613606753*^34, 2.0557191942944811*^34, 8.864927735390549*^32, 4.8091317115243685*^33, 3.468459224786225*^34, 7.438200523949022*^33}}
{0.0001, {5.1510487261979315*^28, 7.804468135502488*^27, 1.5473691350350083*^20, 3.105416844696571*^19, 2.1720821968521167*^35, 5.30729919936885*^34, 2.2733414810300996*^33, 1.2295657387159056*^34, 8.876445711539062*^34, 1.915011095514438*^34}}
{0.00015848931924611142, {1.3074186864474991*^29, 2.0005124303301337*^28, 9.976956894901068*^20, 2.0134005696838438*^20, 5.492178382994652*^35, 1.3335290840803198*^35, 5.772512447747669*^33, 3.116577990399454*^34, 2.247070588849574*^35, 4.832709607433075*^34}}
{0.0002511886431509582, {3.280335311914841*^29, 4.999173704305805*^28, 6.250654557220266*^21, 1.2518745464137992*^21, 1.3794829291023552*^36, 3.35314353935608*^35, 1.446738425545422*^34, 7.822571186813475*^34, 5.6421398837762115*^35, 1.2135284753311702*^35}}
{0.00039810717055349735, {8.25327658817724*^29, 1.254981506304651*^29, 3.941024241635584*^22, 7.889015640906358*^21, 3.473029486094*^36, 8.448636730822052*^35, 3.6381653491609115*^34, 1.9686097604857494*^35, 1.4201962063918842*^36, 3.0551742459712174*^35}}
{0.000630957344480193, {2.0715344882453935*^30, 3.148229595876408*^29, 2.4830171316758687*^23, 4.9677516704563906*^22, 8.717898543856063*^36, 2.1206795717491004*^36, 9.129227460961465*^34, 4.941273482607971*^35, 3.564840408604174*^36, 7.667746675764506*^35}}
{0.001, {5.197118718318613*^30, 7.891542783373999*^29, 1.5630852859756193*^24, 3.124588711553723*^23, 2.1874681164518378*^37, 5.320855733995563*^36, 2.289410565462717*^35, 1.2397402564020053*^36, 8.944409236542617*^36, 1.9234655132137585*^36}}
{0.001584893192461114, {1.3029383462048564*^31, 1.9757380216555315*^30, 9.826608685449823*^24, 1.961678823377*^24, 5.485256567075315*^37, 1.3341353087440394*^37, 5.735861902272835*^35, 3.108319620709211*^36, 2.242734468566667*^37, 4.8212591849041914*^36}}
{0.002511886431509582, {3.262839396044744*^31, 4.936979061463654*^30, 6.16458829598771*^25, 1.2280067292047984*^25, 1.3740962016880844*^38, 3.3416636752686266*^37, 1.43488717705238*^36, 7.784859005290997*^36, 5.617618334013271*^37, 1.206973472726926*^37}}
{0.003981071705534973, {8.166275832427746*^31, 1.2333496503253248*^31, 3.867562263973285*^26, 7.697857689029544*^25, 3.4393282950910696*^38, 8.357360872009742*^37, 3.586475749706013*^36, 1.9484492482046488*^37, 1.4060471385157243*^38, 3.0178372035851203*^37}}
{0.006309573444801936, {2.049475927058446*^32, 3.096949662535945*^31, 2.44196977292221*^27, 4.881025254808005*^26, 8.625579280103206*^38, 2.0920979341011864*^38, 8.992394545878344*^36, 4.888755782958921*^37, 3.527019920669111*^38, 7.559430007269822*^37}}
{0.01, {5.066490666806623*^32, 7.658992733011779*^31, 1.5163566081595751*^28, 3.0261795755300265*^27, 2.1290615023355647*^39, 5.140990898902782*^38, 2.2170860733203893*^37, 1.2078793050074985*^38, 8.709875040164231*^38, 1.8600905553499852*^38}}
{0.01584893192461114, {1.2651950020765703*^33, 1.919864338389963*^32, 9.552256751987425*^28, 1.9102851382280848*^28, 5.3107457397273924*^39, 1.2809940568889279*^39, 5.541248344183279*^37, 3.0150793710352445*^38, 2.1733306051789827*^39, 4.640258642765925*^38}}
{0.025118864315095822, {3.1812566615513086*^33, 4.860773960283036*^32, 6.084572609701276*^29, 1.2250580050441356*^29, 1.3357994542540687*^40, 3.2403350385071937*^39, 1.4019542001499272*^38, 7.582058623161835*^38, 5.465880652902957*^39, 1.1735901065683249*^39}}
{0.039810717055349734, {8.152711226782273*^33, 1.2654616018981239*^33, 3.990438710731257*^30, 8.1345533980317*^29, 3.401241646599726*^40, 8.17339540030404*^39, 3.593799430966873*^38, 1.9385353373966184*^39, 1.3944660315953*^40, 2.9783652068692733*^39}}
{0.06309573444801936, {2.0597099637958369*^34, 3.229511189404659*^33, 2.5653039297734384*^31, 5.301743585099347*^30, 8.551734818120246*^40, 2.0458541063740165*^40, 9.073125269603119*^38, 4.8887961977271687*^39, 3.510975022425788*^40, 7.470092262383177*^39}}
{0.1, {4.941853262549696*^34, 7.664334239325738*^33, 1.5230317066007292*^32, 3.119501991498621*^31, 2.047981218213973*^41, 4.896930253380646*^40, 2.1517302077521383*^39, 1.1719845207124875*^40, 8.410923959714962*^40, 1.774177573873781*^40}}
{0.15848931924611143, {1.1341379289556603*^35, 1.7048313732771622*^34, 8.381568956477221*^32, 1.6418202992144343*^32, 4.700376285251429*^41, 1.1357719335948039*^41, 4.8262817053720375*^39, 2.6887177000575888*^40, 1.929315744173166*^41, 4.0210217168387434*^40}}
{0.25118864315095824, {2.460694326671362*^35, 3.553937365556487*^34, 4.316670033478598*^33, 8.218218490708864*^32, 1.0244571931930327*^42, 2.6200288067835668*^41, 1.0293552165682667*^40, 5.837944954789089*^40, 4.193758753050536*^41, 8.803021233269363*^40}}
{0.39810717055349776, {4.449879362077199*^35, 6.0762250321045085*^34, 1.8076857060191974*^34, 3.432211430250091*^33, 1.8672226841604454*^42, 5.4236364454766505*^41, 1.8350454021437552*^40, 1.0565692419710585*^41, 7.6030551552635*^41, 1.650093177829805*^41}}
{0.6309573444801942, {5.780436226223154*^35, 6.295764813081591*^34, 4.350365426677063*^34, 6.897485308574625*^33, 2.5012969130782155*^42, 8.620711563830756*^41, 2.2411502593679136*^40, 1.3852445687757828*^41, 1.0062843522634607*^42, 2.2758926665010583*^41}}
{1., {6.04006476809396*^35, 4.447517090947881*^34, 6.947277273110844*^34, 7.529676669405839*^33, 2.688470292610778*^42, 1.0866189391665678*^42, 2.1315234687842202*^40, 1.462340403056304*^41, 1.0722718008207222*^42, 2.5166595035603838*^41}}
{1.584893192461114, {5.868500675234784*^35, 2.6802601618889155*^34, 9.486546731550672*^34, 6.398162479229084*^33, 2.5656862604276998*^42, 1.175755364524474*^42, 1.7649712385247642*^40, 1.4123593443464365*^41, 1.0297353336956406*^42, 2.3854186146423407*^41}}
{2.5118864315095824, {5.123687810784955*^35, 1.333556798803206*^34, 1.0783622349783254*^35, 4.143771982212389*^33, 2.1906557830571665*^42, 1.1526171184888523*^42, 1.370092292028585*^40, 1.2246298657131781*^41, 8.867202026295627*^41, 2.100642884382734*^41}}
{3.9810717055349776, {4.129549985893545*^35, 5.62654301630682*^33, 1.0544764416806297*^35, 2.1133199469204578*^33, 1.7150817558406655*^42, 1.0185470865352258*^42, 1.0054899887252738*^40, 9.780755007073432*^40, 7.017835390196593*^41, 1.7078547819616497*^41}}
{6.309573444801943, {3.0869776035632457*^35, 2.0831988368541482*^33, 9.150902800154252*^34, 9.042025822910445*^32, 1.2556071813566287*^42, 8.34662108912983*^41, 7.295417566878837*^39, 7.264949806537453*^40, 5.178912720379784*^41, 1.3279876979120999*^41}}
{10., {2.2042967215905214*^35, 6.841200909822999*^32, 7.189060449664573*^34, 3.249275357502058*^32, 8.740720292566965*^41, 6.2584963504459495*^41, 4.9777717818542856*^39, 5.145323590779498*^40, 3.638076851205017*^41, 9.537653341406039*^40}}
{15.848931924611142, {1.514653601935765*^35, 2.064052637011214*^32, 5.263069110441741*^34, 1.0403616650535151*^32, 5.893345020405529*^41, 4.4480180261429745*^41, 3.326871631420489*^39, 3.513902072880655*^40, 2.4693423433782846*^41, 6.588532372564317*^40}}
{25.11886431509582, {1.0115325255038553*^35, 5.852819757654269*^31, 3.6615793389250594*^34, 3.065753238583194*^31, 3.88308627736949*^41, 3.036316035699659*^41, 2.183033714435066*^39, 2.336396512267475*^40, 1.6346526501411607*^41, 4.414577480531451*^40}}
{39.81071705534978, {6.619768767822556*^34, 1.5912319608376762*^31, 2.4614720990389705*^34, 8.545546729260916*^30, 2.516999244029352*^41, 2.015525781933886*^41, 1.4118066384105466*^39, 1.5242060104874979*^40, 1.0630517166007808*^41, 2.8939925930400985*^40}}
{63.09573444801943, {4.280939525803464*^34, 4.2096910981592146*^30, 1.6192738729695354*^34, 2.2964690037824468*^30, 1.6178856546339743*^41, 1.3157633760408627*^41, 9.071467286817326*^38, 9.837230112416217*^39, 6.847216146200534*^40, 1.874787021330344*^40}}
{100., {2.7411383630391686*^34, 1.0916283626820964*^30, 1.047981242023441*^34, 6.013840141504949*^29, 1.0318759264725115*^41, 8.474152553631081*^40, 5.7842944162430795*^38, 6.290698195783241*^39, 4.372930433177369*^40, 1.2015649014946015*^40}}
{158.48931924611142, {1.7468114275800974*^34, 2.8017301557423712*^29, 6.727167762469626*^33, 1.5536114160021975*^29, 6.557783612177849*^40, 5.421689679868644*^40, 3.6757330936955955*^38, 4.005172187921276*^39, 2.7816411300679744*^40, 7.661896496341838*^39}}
{251.18864315095823, {1.109075260139134*^34, 7.132257587210278*^28, 4.2901042202377723*^33, 3.97099140488378*^28, 4.157007176910498*^40, 3.4509557006673353*^40, 2.3305037378663766*^38, 2.5415989779059926*^39, 1.7642375082085996*^40, 4.867464653663365*^39}}
{398.1071705534977, {7.025598914722646*^33, 1.8069081301656884*^28, 2.725355257450063*^33, 1.0086485898637358*^28, 2.630409073956928*^40, 2.1893819054951965*^40, 1.4745622492775118*^38, 1.6094227407923246*^39, 1.1167615216274423*^40, 3.0839429354898217*^39}}
{630.9573444801943, {4.442045575888314*^33, 4.562630991690007*^27, 1.726737033761254*^33, 2.551129689953065*^27, 1.6618196145833007*^40, 1.3858668712783965*^40, 9.3162679013475*^37, 1.017319114101245*^39, 7.057234993176224*^39, 1.950289478588317*^39}}
{1000., {2.8070789934306*^33, 1.1503111216073114*^27, 1.092680023951978*^33, 6.439185050113455*^26, 1.0495733515958397*^40, 8.763961389460354*^39, 5.883485022586149*^37, 6.4275907633306926*^38, 4.458047849992826*^39, 1.232500173684369*^39}}
