{0.00001, {2.047991168003034*^15, 2.8164449874233756*^14, 1.3529537727184721*^11, 2.7446122474315346*^10, 1.6188953518040063*^31, 1.6188748876025024*^31, 1.6188814117085496*^31, 1.6189428143108873*^31, 1.2951257736901506*^32, 1.2951012136489994*^32}}
{0.00001584893192461114, {5.339347397820746*^15, 7.39347920089331*^14, 8.944325468239321*^11, 1.8338388772033826*^11, 4.211322513755446*^31, 4.211269234915574*^31, 4.211286348916842*^31, 4.211446251351989*^31, 3.369082756823666*^32, 3.369018802441159*^32}}
{0.000025118864315095822, {1.3780945517985156*^16, 1.910602787028675*^15, 5.81418509817024*^12, 1.2004181156849905*^12, 1.0768405134772005*^32, 1.0768267744818588*^32, 1.0768311889175818*^32, 1.0768724486740811*^32, 8.614787967083269*^32, 8.614622970827737*^32}}
{0.000039810717055349695, {3.540579189878409*^16, 4.939499422439296*^15, 3.780493051828803*^13, 7.872054020565709*^12, 2.7315520104840665*^32, 2.7315168110190347*^32, 2.7315281709228294*^32, 2.7316340468012246*^32, 2.1852580083531443*^33, 2.185215685750117*^33}}
{0.00006309573444801929, {9.078031357936944*^16, 1.2650968510573698*^16, 2.4282172569128084*^14, 5.0717285081606086*^13, 7.024645617141616*^32, 7.02455575077182*^32, 7.024584507226144*^32, 7.024855887179237*^32, 5.619758500704953*^33, 5.619650126808085*^33}}
{0.0001, {2.3198519661001075*^17, 3.2501728137387724*^16, 1.5585598944420805*^15, 3.263583564207433*^14, 1.7813529103192996*^33, 1.7813302230634816*^33, 1.7813373942859005*^33, 1.7814065983269895*^33, 1.4250930356029544*^34, 1.4250654682138828*^34}}
{0.00015848931924611142, {5.86612217114481*^17, 8.172747911453406*^16, 9.67548159177585*^15, 2.006634256333914*^15, 4.43491950527431*^33, 4.434863666523484*^33, 4.4348803649073086*^33, 4.435054990323205*^33, 3.547962515210521*^34, 3.5478933759605026*^34}}
{0.0002511886431509582, {1.517333245981916*^18, 2.1415166891449747*^17, 6.141377558458728*^16, 1.2747715065333834*^16, 1.117364123047949*^34, 1.1173507139176295*^34, 1.1173542536889827*^34, 1.117398992513824*^34, 8.938981541578569*^34, 8.938807097713076*^34}}
{0.00039810717055349735, {4.0531875476198006*^18, 5.878604569570479*^17, 3.8851421687216525*^17, 8.067311309946008*^16, 2.809383779845585*^34, 2.809354326106225*^34, 2.809358946047578*^34, 2.809475844705754*^34, 2.2475246889938132*^35, 2.2474807832745523*^35}}
{0.000630957344480193, {1.1655522580138174*^19, 1.782691562981238*^18, 2.450935556582413*^18, 5.088948056290881*^17, 7.050502958779162*^34, 7.050456066605114*^34, 7.050440579741359*^34, 7.050761287035565*^34, 5.6404493151255706*^35, 5.640339035285095*^35}}
{0.001, {3.8487285004456165*^19, 6.390104600943659*^18, 1.5417846890437372*^19, 3.199686285664854*^18, 1.765781968777735*^35, 1.7657872496561824*^35, 1.765766327445697*^35, 1.765863749420581*^35, 1.4126389649823482*^36, 1.4126113226534165*^36}}
{0.001584893192461114, {1.5729344224917406*^20, 2.8901238243007394*^19, 9.90502366559141*^19, 2.076295054845577*^19, 4.470302743980223*^35, 4.4704261181554256*^35, 4.470263544605692*^35, 4.4706191597122314*^35, 3.5762862306911294*^36, 3.57621655841173*^36}}
{0.002511886431509582, {7.633823855410352*^20, 1.501768300225754*^20, 6.191173270915022*^20, 1.299319471120104*^20, 1.1212767300568371*^36, 1.121375729907418*^36, 1.1212670507773575*^36, 1.1214235351270229*^36, 8.970387001275227*^36, 8.970214547777978*^36}}
{0.003981071705534973, {4.193244543849041*^21, 8.52594218151904*^20, 3.8357628693918295*^21, 8.026213268236855*^20, 2.77354865265741*^36, 2.774215963953053*^36, 2.773524600814517*^36, 2.7743344452769295*^36, 2.2189216761672916*^37, 2.218878916217258*^37}}
{0.006309573444801936, {2.441385768214754*^22, 5.025916316447868*^21, 2.353464066794039*^22, 4.903714901176208*^21, 6.804218367189644*^36, 6.808448449510516*^36, 6.804158966999133*^36, 6.808739933055786*^36, 5.443824423477478*^37, 5.443719158356752*^37}}
{0.01, {1.4321469478165078*^23, 2.9472671594970545*^22, 1.410954677818244*^23, 2.9180437949923168*^22, 1.6506572613181226*^37, 1.6532297732112216*^37, 1.650642863259879*^37, 1.6533000579857313*^37, 1.3207838603273155*^38, 1.320758455477489*^38}}
{0.01584893192461114, {8.915461920777944*^23, 1.8362285136484695*^23, 8.862809384998205*^23, 1.8289164906069967*^23, 4.1319602040976627*^37, 4.148209036982135*^37, 4.131924610681274*^37, 4.1483836010382475*^37, 3.3071574032286605*^38, 3.3070943559869108*^38}}
{0.025118864315095822, {4.5238973263537134*^24, 8.860891325713515*^23, 4.513080610982005*^24, 8.845874846994049*^23, 9.033790086736748*^37, 9.117774153402278*^37, 9.033716947621238*^37, 9.118132776285858*^37, 7.235700317590755*^38, 7.235570788991031*^38}}
{0.039810717055349734, {2.7614595301291105*^25, 5.399484902261197*^24, 2.7588350692652807*^25, 5.395828546361048*^24, 2.1609384674601576*^38, 2.2123444897583886*^38, 2.1609207665736845*^38, 2.2124314875137474*^38, 1.7340473450468074*^39, 1.7340159354542566*^39}}
{0.06309573444801936, {1.4826978714981793*^26, 2.9003444557552274*^25, 1.4821483625041527*^26, 2.8995624894408493*^25, 4.551053883040251*^38, 4.827295307417204*^38, 4.551017391060982*^38, 4.827477273079671*^38, 3.6692483034927826*^39, 3.669182766200261*^39}}
{0.1, {7.245583768799785*^26, 1.3823094794542145*^26, 7.244461823636137*^26, 1.3821564023488236*^26, 9.051455469486629*^38, 1.0409959606897697*^39, 9.051378675986306*^38, 1.0410331892708606*^39, 7.384811203549567*^39, 7.384676479756198*^39}}
{0.15848931924611143, {3.079865938532775*^27, 5.65013101969294*^26, 3.0796543540934486*^27, 5.64986960960046*^26, 1.5564022163073287*^39, 2.1391665317609054*^39, 1.5563867859206806*^39, 2.1392370561202557*^39, 1.3093134040122544*^40, 1.3092876175884537*^40}}
{0.25118864315095824, {6.630665373119041*^27, 8.834783482411275*^26, 6.630394674213083*^27, 8.834545645929698*^26, 1.7369301176109327*^39, 3.06878146817983*^39, 1.7369070177046885*^39, 3.0688728157806084*^39, 1.574034760428833*^40, 1.5740004261767245*^40}}
{0.39810717055349776, {6.875448092517009*^27, 4.888180945676437*^26, 6.875217319528801*^27, 4.888075725608135*^26, 1.3841657633672905*^39, 2.864220251107917*^39, 1.3841426797990244*^39, 2.8642992559077935*^39, 1.358045942508193*^40, 1.35801531599775*^40}}
{0.6309573444801942, {5.950364127118316*^27, 2.1478256650757295*^26, 5.950193196547347*^27, 2.147788046131581*^26, 9.987159272868033*^38, 2.3279053802701845*^39, 9.986974280660829*^38, 2.327964365278086*^39, 1.0449120367132549*^40, 1.044888791444669*^40}}
{1., {4.7115612903112706*^27, 8.177917768002436*^25, 4.711439594393166*^27, 8.177796877815102*^25, 6.888363265986984*^38, 1.7617678688323054*^39, 6.88822645055542*^38, 1.761810034136192*^39, 7.580828337206585*^39, 7.58066079666543*^39}}
{1.584893192461114, {3.550079546815793*^27, 2.818791762875702*^25, 3.5499978787009215*^27, 2.8187551521984467*^25, 4.6329097248703235*^38, 1.2794773907505982*^39, 4.632816362756875*^38, 1.2795057387723984*^39, 5.31262693049227*^39, 5.312513877792858*^39}}
{2.5118864315095824, {2.482450930102684*^27, 8.629156311728447*^24, 2.482395773938121*^27, 8.629053935166013*^24, 3.0518531331098493*^38, 8.784858177138443*^38, 3.051789575521612*^38, 8.785049798952605*^38, 3.58012254694626*^39, 3.5800459931255576*^39}}
{3.9810717055349776, {1.6821119700821285*^27, 2.486984398891726*^24, 1.6820763903880303*^27, 2.486956726612319*^24, 1.9733697796091603*^38, 5.865854812769419*^38, 1.9733286470133528*^38, 5.8659784670845195*^38, 2.3549121062667033*^39, 2.3548626701933758*^39}}
{6.309573444801943, {1.1181975076199227*^27, 6.872916056552963*^23, 1.1181745922679932*^27, 6.872842759856761*^23, 1.2691228790203158*^38, 3.858924878074431*^38, 1.2690963508061638*^38, 3.8590045306635916*^38, 1.5326375083002185*^39, 1.5326056540593004*^39}}
{10., {7.284675888020374*^26, 1.837570189363926*^23, 7.284530098966055*^26, 1.837551172724318*^23, 8.092072452167396*^37, 2.4969880499487343*^38, 8.091903581834191*^37, 2.4970387286769883*^38, 9.847617484707516*^38, 9.84741478742145*^38}}
{15.848931924611142, {4.697746108043429*^26, 4.8097114544232984*^22, 4.6976533794757135*^26, 4.809662625370271*^22, 5.140690105138416*^37, 1.602649707297627*^38, 5.140582670744733*^37, 1.6026819421434653*^38, 6.28933208274263*^38, 6.289203147888181*^38}}
{25.11886431509582, {3.0269602895272927*^26, 1.2551473517644158*^22, 3.026902750675983*^26, 1.2551348254802547*^22, 3.2427515069771155*^37, 1.0257381135120198*^38, 3.242684836845052*^37, 1.025758115709952*^38, 3.997050782279074*^38, 3.996970774648481*^38}}
{39.81071705534978, {1.9272718255525967*^26, 3.206242635461034*^21, 1.927235358448196*^26, 3.2062108835894*^21, 2.0524175484544047*^37, 6.518758105879447*^37, 2.0523752924687685*^37, 6.518884876817826*^37, 2.5351977822752196*^38, 2.535147074194328*^38}}
{63.09573444801943, {1.2139306011647368*^26, 8.033496991145397*^20, 1.2139068721479537*^26, 8.033417370756193*^20, 1.3148356722742366*^37, 4.1280749036886736*^37, 1.314808176011016*^37, 4.1281573932406426*^37, 1.6145254348813802*^38, 1.614492439144736*^38}}
{100., {7.695599180924596*^25, 2.0368622817255378*^20, 7.6954492918815004*^25, 2.0368421873445775*^20, 8.293309540636471*^36, 2.6127648463548054*^37, 8.293135853686242*^36, 2.6128169525668524*^37, 1.0201600747744324*^38, 1.0201392322852205*^38}}
