{158.48931924611142, {9.448774152000561*^20, 2.9313890332710075*^9, 2.044614674465525*^20, 8.059273813755747*^8, 1.0528993817700878*^37, 1.0528955405817435*^37, 1.0528908020997533*^37, 1.0529212797382004*^37, 8.423238850842249*^37, 8.423135894343853*^37}}
{251.18864315095823, {5.96424033261511*^20, 7.366445378673406*^8, 1.2906093983642504*^20, 2.025272640801881*^8, 6.64620207601823*^36, 6.646177829915559*^36, 6.646147919146425*^36, 6.646340300118124*^36, 5.316989304827255*^37, 5.316924317022623*^37}}
{398.1071705534973, {3.764164005654317*^20, 1.8508636896789825*^8, 8.145365012946823*^19, 5.088641986965366*^7, 4.194607854353257*^36, 4.194592549130955*^36, 4.194573674547303*^36, 4.194695089803874*^36, 3.355703731233571*^37, 3.355662716729215*^37}}
{630.9573444801937, {2.375418341093608*^20, 4.649946274858761*^7, 5.140242244130684*^19, 1.2784290194343094*^7, 2.6470718172940417*^36, 2.6470621630487072*^36, 2.647050250711096*^36, 2.647126866033929*^36, 2.1176684660501625*^37, 2.117642585323942*^37}}
{1000., {1.498943516820227*^20, 1.168138443677375*^7, 3.243617802800408*^19, 3.2116171936499304*^6, 1.6703698743097134*^36, 1.670363781855362*^36, 1.6703562639001955*^36, 1.6704046117687722*^36, 1.3363028469466481*^37, 1.336286515112868*^37}}
{1584.893192461114, {9.458314697632838*^19, 2.934428851115183*^6, 2.0467215107057103*^19, 806777.0375745206, 1.0540039917089566*^36, 1.054000154980096*^36, 1.0539953979118709*^36, 1.0540259294026668*^36, 8.43207581786007*^36, 8.431972660030456*^36}}
{2511.88643150958, {5.9680364339239756*^19, 737126.4752559355, 1.2914480015033987*^19, 202661.97787623623, 6.650600251681014*^35, 6.650577373350277*^35, 6.650546175112063*^35, 6.650739918687286*^35, 5.320508684054991*^36, 5.320443711660365*^36}}
{3981.0717055349774, {3.7656454356607566*^19, 185162.4272234725, 8.148661358659205*^18, 50907.71435342328, 4.1963494877943824*^35, 4.1963428115040014*^35, 4.196315287642579*^35, 4.1964452575911785*^35, 3.357102311265705*^36, 3.357061355575172*^36}}
{6309.573444801943, {2.3758903527166767*^19, 46510.83239037794, 5.141383806666796*^18, 12787.539916305384, 2.6476577577322182*^35, 2.647745633568492*^35, 2.6476362102398866*^35, 2.6478105931336513*^35, 2.118201328641755*^36, 2.118175199043882*^36}}
{10000.00000000002, {1.4987436289206422*^19, 11682.263100087279, 3.2434814110074675*^18, 3211.9578826563466, 1.6692721182321138*^35, 1.670472176555041*^35, 1.6692575202755544*^35, 1.6705143546718295*^35, 1.336193435498479*^36, 1.336177415464333*^36}}
{15848.93192461114, {9.439956226802502*^18, 2932.9582170334725, 2.043693358884854*^18, 806.4977611747489, 1.0451328005098929*^35, 1.052354375728595*^35, 1.0451239081596128*^35, 1.0523803737260918*^35, 8.404049503924605*^35, 8.403944119758176*^35}}
{25118.864315095823, {5.8888927760252*^18, 733.5661011356798, 1.2768990899497802*^18, 201.85322267031054, 6.356554279421579*^34, 6.558537365228511*^34, 6.356503840164974*^34, 6.558696480988335*^34, 5.196377255937705*^35, 5.196312622545109*^35}}
{39810.71705534977, {3.55398029461411*^18, 180.09488034226618, 7.734426665998616*^17, 49.66621424092495, 3.6339265703105445*^34, 3.9395374283328226*^34, 3.633912091172639*^34, 3.939619414168114*^34, 3.0638820529807196*^35, 3.0638488128855154*^35}}
{63095.73444801943, {2.0114977019622085*^18, 42.123619097470794, 4.400065743065263*^17, 11.662576486088875, 1.9147032726105292*^34, 2.2097712501557396*^34, 1.9146733990550321*^34, 2.209848883502295*^34, 1.6750136589314365*^35, 1.6749811008454354*^35}}
{100000.0000000002, {1.0500661882928503*^18, 9.138892865477159, 2.3086663616145904*^17, 2.5416735603570735, 9.323489069891522*^33, 1.1414594247289865*^34, 9.323452584686114*^33, 1.1415112285670474*^34, 8.434221375179101*^34, 8.434254456180274*^34}}
{158489.31924611173, {5.076672457408265*^17, 1.827883139156675, 1.1207512692033013*^17, 0.510376726572604, 4.2600524039458984*^33, 5.466014057858943*^33, 4.2600358299928407*^33, 5.4659927449059*^33, 3.9554728939028914*^34, 3.9554883014128613*^34}}
{251188.6431509582, {2.3079041579611104*^17, 0.34078700061828765, 5.110266748156146*^16, 0.0954385203803035, 1.8578530387211152*^33, 2.4661749848293537*^33, 1.8578458378623625*^33, 2.466165420575613*^33, 1.7577482338910101*^34, 1.7577550479457067*^34}}
{398107.17055349774, {1.0032936920598165*^17, 0.06023703137883203, 2.2260749241364628*^16, 0.01690485677005067, 7.847036749284707*^32, 1.0661213217606294*^33, 7.847006405618645*^32, 1.0661172014283103*^33, 7.520821948004599*^33, 7.520851009809982*^33}}
{630957.3444801943, {4.229512708313329*^16, 0.010255176942716144, 9.396975203438894*^15, 0.002882029596919889, 3.246959292974537*^32, 4.4798730928027964*^32, 3.2469467633350284*^32, 4.4798558280889624*^32, 3.136860441852036*^33, 3.1368725379293294*^33}}
{1.*^6, {1.7469547393039306*^16, 0.001702289330658649, 3.8847212223173815*^15, 0.0004788346557194431, 1.3258909025059675*^32, 1.8459373117308958*^32, 1.3258857966210638*^32, 1.8459302090131435*^32, 1.286620248665801*^33, 1.2866252033405077*^33}}
{1.5848931924611141*^6, {7.120224320953313*^15, 0.00027790903274647286, 1.5842224079473442*^15, 0.00007821871724122186, 5.321936329779696*^31, 7.464693729257848*^31, 5.32191569918797*^31, 7.464664854267289*^31, 5.220366256802296*^32, 5.220386342747058*^32}}
{2.5118864315095823*^6, {2.8773051079450945*^15, 0.00004488487495261859, 6.40418966114549*^14, 0.000012637803199395545, 2.1748374502722988*^31, 3.0933122877278544*^31, 2.174829159510428*^31, 3.0933006384105347*^31, 2.103474550461374*^32, 2.1034826393913925*^32}}
{3.9810717055349774*^6, {1.1563831822463365*^15, 7.199513027457525*^-6, 2.5744175960749416*^14, 2.027583359294918*^-6, 8.76350750966069*^30, 1.2568394783219627*^31, 8.763474306605067*^30, 1.25683480138025*^31, 8.438267862594898*^31, 8.438300300781191*^31}}
{6.309573444801942*^6, {4.631338027479476*^14, 1.1497366988594296*^-6, 1.0312083241027773*^14, 3.2384706117425126*^-7, 3.2720629763665296*^30, 4.381208135482265*^30, 3.2720497081907334*^30, 4.381189416667606*^30, 3.3755958280389407*^31, 3.3756088015764967*^31}}
{1.000000000000002*^7, {1.8507725374091297*^14, 1.8309753098330957*^-7, 4.121284949825521*^13, 5.1578155915720616*^-8, 1.375883916161943*^30, 1.9481138510771492*^30, 1.3758786214434444*^30, 1.948106373819677*^30, 1.3479555650859647*^31, 1.3479607450090776*^31}}
