{1584.893192461114, {1.59631626361238*^33, 1.6337010908217795*^26, 4.7419579672577775*^32, 6.182897929902848*^25, 7.102612025017773*^39, 4.931082441118386*^39, 4.8486620710441465*^37, 3.886013272759335*^38, 2.8558078832411666*^39, 8.53745493565251*^38}}
{2511.886431509582, {1.0076666978629179*^33, 4.105549781127719*^25, 2.993341088631473*^32, 1.553786311826977*^25, 4.483964082506068*^39, 3.113199792730461*^39, 3.061662793944435*^37, 2.4531233665374524*^38, 1.802849014568185*^39, 5.39057445651096*^38}}
{3981.0717055349733, {6.359776326881124*^32, 1.0315652570364804*^25, 1.889215362886044*^32, 3.904064370311028*^24, 2.830193471192387*^39, 1.9650519620109854*^39, 1.9327204426533736*^37, 1.5483000936795198*^38, 1.1379016696109344*^39, 3.4027381546805022*^38}}
{6309.573444801937, {4.013476105232219*^32, 2.5916468259256906*^24, 1.1922312687162856*^32, 9.808356909278096*^23, 1.786130974846456*^39, 1.2401649270988986*^39, 1.2198392908417073*^37, 9.771040281289352*^37, 7.181190904416755*^38, 2.1475862685443275*^38}}
{10000., {2.5326223232690402*^32, 6.510670758846723*^23, 7.5233346482215245*^31, 2.4640316798155324*^23, 1.1271315890389787*^39, 7.826109976797713*^38, 7.698159315080936*^36, 6.16587699912322*^37, 4.5316290904956354*^38, 1.355275691497718*^38}}
{15848.93192461114, {1.5980921624682844*^32, 1.6355251560878875*^23, 4.747247214537422*^31, 6.189817588640329*^22, 7.11235309968987*^38, 4.938418816727094*^38, 4.857804649146354*^36, 3.8907109159316965*^37, 2.859505150320675*^38, 8.552168447826264*^37}}
{25118.864315095823, {1.0083736346652579*^32, 4.108441419095179*^22, 2.9954474209834095*^31, 1.554883179390954*^22, 4.4878362672500785*^38, 3.116121433972666*^38, 3.065244052477007*^36, 2.454992889172903*^37, 1.8043197869927336*^38, 5.396428605423672*^37}}
{39810.71705534977, {6.362252821259123*^31, 1.032021463394205*^22, 1.8900467650243972*^31, 3.9058013132010726*^21, 2.8312857574381878*^38, 1.9661780751183943*^38, 1.932829994329611*^36, 1.548927852189338*^37, 1.138363999716558*^38, 3.404706595231624*^37}}
{63095.73444801943, {4.0086159241650163*^31, 2.591955734806717*^21, 1.192260700065051*^31, 9.810591534260903*^20, 1.780993581648615*^38, 1.2397400411811449*^38, 1.210764434297621*^36, 9.755484893666133*^36, 7.165945149615532*^37, 2.1437055277950067*^37}}
{100000.0000000002, {2.498207445227673*^31, 6.492574017536423*^20, 7.493037419740672*^30, 2.4610918921103314*^20, 1.1004729030620183*^38, 7.763064912023636*^37, 7.377969965064259*^35, 6.066416215721937*^36, 4.443734876858607*^37, 1.3314607965541528*^37}}
{158489.3192461114, {1.500575880522797*^31, 1.6007304536210375*^20, 4.6157600920040987*^30, 6.1119136152078655*^19, 6.473644566682828*^37, 4.723657879375778*^37, 4.234996454602183*^35, 3.6230376302031116*^36, 2.6357764471761356*^37, 7.931067948768168*^36}}
{251188.6431509582, {8.424990338424834*^30, 3.7734306175126585*^19, 2.7010137836858386*^30, 1.4650380050642256*^19, 3.527686581232251*^37, 2.704186403784589*^37, 2.2432697101653984*^35, 2.0166009651901034*^36, 1.4526457760686665*^37, 4.3977783212463104*^36}}
{398107.17055349774, {4.3602436079734706*^30, 8.268298762944182*^18, 1.4632931918553858*^30, 3.284323126069239*^18, 1.7708299417879538*^37, 1.4280264210556178*^37, 1.097910226959402*^35, 1.0341193511594458*^36, 7.374073998797034*^36, 2.2461119824886882*^36}}
{630957.3444801943, {2.0926659620235954*^30, 1.6697225548367078*^18, 7.308657943808507*^29, 6.783272253390292*^17, 8.284675774730625*^36, 6.970252138312531*^36, 5.036774304428531*^34, 4.9243288733973956*^35, 3.4817292559863366*^36, 1.065772409847725*^36}}
{1.0000000000000021*^6, {9.461923362493955*^29, 3.137476307955725*^17, 3.406444367283217*^29, 1.2981502988165048*^17, 3.675387971967675*^36, 3.1914926914342*^36, 2.203995449545236*^34, 2.2133368152801066*^35, 1.5550208849892803*^36, 4.7779946204329375*^35}}
