1.08047e-3	6.52493e+16
1.17336e-3	8.17679e+16
1.59560e-3	2.08432e+17
1.74580e-3	2.72793e+17
1.85372e-3	3.20292e+17
2.42804e-3	7.45692e+17
2.65661e-3	9.71359e+17
2.82084e-3	1.12977e+18
3.69479e-3	2.64274e+18
4.04261e-3	3.42629e+18
4.29251e-3	4.04191e+18
5.62244e-3	9.23420e+18
6.15172e-3	1.20287e+19
6.53197e-3	1.44605e+19
8.68501e-3	3.39858e+19
9.50259e-3	4.44803e+19
1.00900e-2	5.24723e+19
1.32161e-2	1.19314e+20
1.44603e-2	1.56896e+20
1.53542e-2	1.82484e+20
2.01112e-2	4.24852e+20
2.20044e-2	5.53424e+20
2.33647e-2	6.43679e+20
3.06036e-2	1.49859e+21
3.34845e-2	1.95210e+21
3.55544e-2	2.30285e+21
4.65700e-2	5.26112e+21
5.09540e-2	6.85327e+21
5.45110e-2	8.19995e+21
7.19372e-2	1.91812e+22
7.87091e-2	2.51042e+22
8.35745e-2	2.94753e+22
1.09468e-1	6.63925e+22
1.19773e-1	8.68939e+22
1.27177e-1	1.01065e+23
1.66581e-1	2.28724e+23
1.82263e-1	2.92369e+23
1.93529e-1	3.46532e+23
2.57322e-1	7.65955e+23
2.81547e-1	9.65319e+23
3.01202e-1	1.14415e+24
4.03505e-1	2.44676e+24
4.41496e-1	2.92755e+24
4.72318e-1	3.38895e+24
6.42319e-1	6.34984e+24
7.02803e-1	7.11167e+24
7.63236e-1	7.97242e+24
1.06960e+0	1.18416e+25
1.17034e+0	1.21244e+25
1.28056e+0	1.24728e+25
1.83553e+0	1.31998e+25
2.00841e+0	1.30758e+25
2.18117e+0	1.24728e+25
3.15010e+0	1.04737e+25
3.44683e+0	9.80383e+24
3.74332e+0	9.34291e+24
5.36594e+0	6.68832e+24
5.82750e+0	6.44042e+24
6.32880e+0	5.97184e+24
9.70585e+0	3.97903e+24
1.06201e+1	3.67216e+24
1.64098e+1	2.38968e+24
1.79556e+1	2.19499e+24
2.73310e+1	1.42167e+24
2.99056e+1	1.32448e+24
3.15179e+1	1.29358e+24
4.62088e+1	8.49789e+23
5.05618e+1	7.76881e+23
5.32878e+1	7.55183e+23
7.81257e+1	5.07952e+23
8.54854e+1	4.60008e+23
1.32088e+2	2.99352e+23
1.44531e+2	2.72380e+23
2.23323e+2	1.76418e+23
2.44360e+2	1.62812e+23
3.71952e+2	1.04955e+23
4.06991e+2	9.68607e+22
4.28932e+2	9.54985e+22
6.28863e+2	6.27357e+22
6.88103e+2	5.76247e+22
7.25202e+2	5.57514e+22
9.87942e+2	3.93060e+22
